ISSN,Journal,Subject,JourQual,FT,Cnrs,EJL,ABS,Den,Hceres,Scopus,ABDC,Fnege,Meta,princomp1,h_index,citedness,JourQual2
1361-374X,Pacific Economic Review,Economics,NA,2,3,NA,2,1,B,1.4,B,NA,NA,1.8341197381969006,50,0.8714285714285714,NA
1056-8190,Papers in Regional Science,Economics,NA,2,2,NA,3,1,A,3.8,A,3,NA,-0.0882954423569529,104,2,NA
0191-8869,Personality and Individual Differences,Psychology,NA,2,NA,NA,3,2,NA,4.9,A,NA,NA,-1.1644733243320575,271,4.039313795568263,NA
0146-1672,Personality and Social Psychology Bulletin,Psychology,NA,2,NA,NA,4,1,NA,6.1,A*,NA,NA,-2.104948178467215,NA,NA,NA
0031-5826,Personnel Psychology,"OS/OB,HRM/IR",A,2,1,P,4*,2,A,10.6,A*,1,A,-4.1892729302637814,243,2.0074626865671643,A
0048-3486,Personnel Review,"OS/OB,HRM/IR",D,2,3,S,2,1,B,3.8,A,3,B,2.1132145030887752,113,3.5660377358490565,D
0031-8248,Philosophy of Science,Sociology,A,2,NA,NA,NA,2,NA,1.9,NA,NA,NA,-3.386100670068217,141,1.2418032786885247,A
0305-5736,Policy and Politics,PSM,NA,2,2,NA,3,2,A,5.9,A,3,B,-0.7295060536390654,77,4.615384615384615,NA
0032-2687,Policy Sciences,PSM,NA,2,NA,NA,1,2,NA,6.3,B,NA,B,1.9706249007918706,97,3.3214285714285716,NA
0144-2872,Policy Studies,Gen & Strat,NA,2,NA,NA,2,1,NA,2.9,B,NA,NA,1.9216396308879002,54,2.3854166666666665,NA
0190-292X,Policy Studies Journal,PSM,NA,2,NA,NA,NA,2,NA,7.8,B,NA,NA,-0.07237502154420496,104,2.506172839506173,NA
1058-4609,Political Communication,Comm,NA,2,NA,NA,NA,2,NA,8.4,A,NA,NA,-1.4630598306213616,119,5.067796610169491,NA
1538-165X,Political Science Quarterly,PSM,NA,2,NA,NA,NA,1,NA,2.6,A,NA,NA,0.20021530426989975,197,2.159851301115242,NA
0032-3217,Political Studies,Sociology,NA,2,NA,NA,2,2,NA,4.0,B,NA,NA,0.8488205803455007,134,3.488721804511278,NA
1743-923X,Politics & Gender,Sociology,NA,2,NA,NA,NA,2,NA,1.8,A,NA,NA,-2.077468845138429,64,1.6732673267326732,NA
0032-3292,Politics and Society,PSM,NA,2,NA,NA,3,2,NA,3.2,B,NA,B,-0.27298374010086873,NA,NA,NA
1544-8444,"Population, Space and Place",Sociology,NA,2,NA,NA,NA,1,NA,5.0,A,NA,NA,0.20021530426989975,91,2.1848739495798317,NA
1059-1478,Production and Operations Management,"OR,MS,POM",A,1,NA,P*,4,2,A,5.7,A*,1,A,-5.360008992035794,154,4.628617363344051,A
0953-7287,Production Planning and Control,"OR,MS,POM",C,2,2,NA,3,2,A,8.2,A,2,B,-0.5811016847383504,NA,NA,C
0309-1325,Progress in Human Geography,Sociology,NA,2,NA,NA,3,2,NA,12.7,NA,NA,NA,-1.282745445262132,192,7.0625,NA
8756-9728,Project Management Journal,Gen & Strat,C,2,3,NA,1,2,B,5.1,B,4,B,2.236616666794299,98,4.910112359550562,C
0810-9028,Prometheus,Comm,NA,2,NA,NA,2,1,NA,NA,B,NA,NA,1.9216396308879002,NA,NA,NA
0033-2909,Psychological Bulletin,Psychology,NA,2,NA,NA,4,2,NA,38.8,A*,NA,NA,-3.177767229009614,594,11.312977099236642,NA
1082-989X,Psychological Methods,Psychology,NA,2,NA,NA,NA,2,NA,17.0,NA,NA,NA,-2.2161493440020767,203,4.145299145299146,NA
0340-0727,Psychological Research,Psychology,NA,2,NA,NA,3,2,NA,4.3,A,NA,NA,-1.1644733243320575,116,2.1373134328358208,NA
0033-295X,Psychological Review,Psychology,NA,2,NA,NA,4,2,NA,13.8,A*,NA,NA,-3.177767229009614,477,5.732919254658385,NA
0956-7976,Psychological Science,Psychology,NA,2,NA,NA,4*,2,NA,10.3,A*,NA,NA,-4.299571549455984,370,4.797814207650274,NA
0742-6046,Psychology and Marketing,Marketing,B,2,3,S,3,2,A,4.5,A,2,B,-0.347495750309754,5,1.5555555555555556,B
0361-6843,Psychology of Women Quarterly,"OS/OB,HRM/IR",NA,2,NA,NA,3,1,NA,4.7,A,NA,B,-0.09165427378965854,156,1.7641509433962264,NA
0033-3123,Psychometrika,Psychology,NA,2,NA,NA,3,2,NA,3.7,NA,NA,NA,-1.587879998788599,207,2.569620253164557,NA
0033-3298,Public Administration,PSM,B,2,3,S,4,2,B,3.9,A,2,B,-0.7379254278024677,135,3.574162679425837,B
0271-2075,Public Administration and Development,PSM,NA,2,3,NA,2,1,B,2.8,A,3,NA,1.093709686752324,65,2.4827586206896552,NA
0734-9149,Public Administration Quarterly,PSM,C,2,NA,NA,1,1,NA,NA,A,NA,NA,2.5018122544967905,30,0.972972972972973,C
0033-3352,Public Administration Review,PSM,B,2,1,S,4*,2,A,7.3,A,1,A,-2.352164277419436,NA,NA,B
0048-5829,Public Choice,PSM,NA,2,1,NA,3,2,A,2.1,A,NA,B,-2.0403143185482495,152,1.3950617283950617,NA
1091-1421,Public Finance Review,Economics,B,2,4,NA,NA,1,C,1.5,B,NA,NA,1.8074205197176083,50,0.7758620689655172,B
1471-9037,Public Management Review,PSM,NA,2,2,NA,4,2,A,6.4,A,3,B,-1.3060316405254482,109,4.701680672268908,NA
0954-0962,Public Money and Management,PSM,C,2,3,NA,2,1,B,2.3,B,3,NA,1.9630383896029067,68,1.7324561403508771,C
0033-362X,Public Opinion Quarterly,Marketing,NA,2,NA,NA,3,2,NA,5.1,A,NA,B,-1.1644733243320575,197,2.404580152671756,NA
0363-8111,Public Relations Review,Marketing,NA,2,NA,NA,NA,1,NA,5.6,A,NA,NA,0.20021530426989975,132,4.5073891625615765,NA
0963-6625,Public Understanding of Science,Innovation,NA,2,NA,NA,NA,2,NA,5.3,NA,NA,NA,-2.2161493440020767,106,3.086206896551724,NA
1352-2752,Qualitative Market Research,Marketing,C,2,4,NA,2,1,C,2.5,B,4,NA,2.897290946663457,82,1.7457627118644068,C
1176-6093,Qualitative Research in Accounting and Management,F&A,NA,2,4,NA,2,1,C,2.0,A,4,NA,2.3169579745159323,NA,NA,NA
0033-5177,Quality and Quantity,"OR,MS,POM",NA,2,NA,NA,NA,1,NA,4.6,B,NA,NA,1.5909001133470555,96,2.9284332688588006,NA
1068-6967,Quality Management Journal,"OR,MS,POM",NA,2,4,NA,NA,1,C,2.3,B,NA,NA,2.8925972510147,NA,NA,NA
1759-7323,Quantitative Economics,Economics,NA,2,1,NA,4,2,A,3.0,A*,NA,NA,-3.47496123137667,50,2.383177570093458,NA
1469-7688,Quantitative Finance,F&A,B,2,3,S,3,1,B,2.8,A,3,B,0.6333553763105294,106,1.7665198237885462,B
1570-7156,Quantitative Marketing and Economics,Marketing,B,2,3,P,3,2,A,1.9,A,2,B,-1.2200099128205912,58,1.9230769230769231,B
0033-5533,Quarterly Journal of Economics,Economics,NA,1,1*,NA,4*,3,A,21.3,A*,1*,NA,-7.244780255709884,NA,NA,NA
1747-0218,Quarterly Journal of Experimental Psychology,Psychology,NA,2,NA,NA,3,1,NA,3.9,A,NA,NA,-0.09165427378965854,113,0,NA
2010-1392,Quarterly Journal of Finance,F&A,NA,2,NA,NA,1,NA,NA,1.8,A,NA,NA,2.138252879568804,6,0,NA
0747-5535,Quarterly Journal of Finance and Accounting,Economics,NA,2,NA,NA,NA,1,NA,NA,B,NA,NA,1.5909001133470555,9,0,NA
1062-9769,Quarterly Review of Economics and Finance,Economics,B,2,3,NA,2,1,B,3.2,B,4,NA,1.7232006332260421,86,3.2434210526315788,B
0257-0130,Queueing Systems,"OR,MS,POM",NA,2,NA,NA,2,1,NA,1.8,NA,NA,NA,1.4286120202027055,88,0.7307692307692307,NA
0033-6807,R and D Management,Innovation,B,2,3,S,3,2,A,6.6,A,2,B,-0.347495750309754,0,0,B
0741-6261,RAND Journal of Economics,Economics,A,2,1,NA,4,2,A,3.0,A*,1,A,-3.8458478282661623,229,3.2151898734177213,A
1080-8620,Real Estate Economics,Economics,NA,2,3,S,3,1,B,3.2,A,3,NA,0.8413002434394306,109,1.8804347826086956,NA
0166-0462,Regional Science and Urban Economics,Economics,NA,2,2,NA,3,1,A,3.3,A,3,NA,-0.0882954423569529,135,4.037735849056604,NA
0034-3404,Regional Studies,PSM,NA,2,2,NA,4,2,A,7.0,A*,2,A,-2.4702221019911774,172,4.144549763033176,NA
1748-5991,Regulation and Governance,PSM,NA,2,NA,NA,3,NA,NA,5.5,A,NA,NA,-0.9241884473443864,NA,NA,NA
0951-8320,Reliability Engineering and System Safety,"OR,MS,POM",NA,2,NA,NA,3,1,NA,9.3,A,NA,B,-0.09165427378965854,NA,NA,NA
1052-0457,Research in Accounting Regulation,F&A,C,2,NA,NA,2,NA,NA,NA,B,NA,NA,2.439752218013088,29,0,C
0275-5319,Research in International Business and Finance,F&A,NA,2,4,NA,2,1,C,4.9,B,3,NA,2.23763764538759,85,7.617577197149644,NA
0191-3085,Research in Organizational Behavior,"OS/OB,HRM/IR",B,2,2,NA,3,1,A,8.5,A,2,B,-0.6346071295890501,99,2.16,B
0742-7301,Research in Personnel and Human Resources Manageme,"OS/OB,HRM/IR",NA,2,NA,NA,1,NA,NA,2.7,NA,NA,NA,2.9201111041465104,NA,NA,NA
0733-558X,Research in the Sociology of Organizations,Sociology,B,2,3,NA,3,1,NA,2.8,A,NA,B,0.1483158206683885,57,1.2686567164179106,B
0048-7333,Research Policy,Economics,A,1,1,P*,4*,2,A,11.4,A*,1*,A,-6.098611452617138,358,8.621917808219179,A
0895-6308,Research Technology Management,"OR,MS,POM",C,2,NA,S,2,1,NA,3.3,A,3,B,1.6308885739069117,97,1.1785714285714286,C
1380-6653,Review of Accounting Studies,F&A,A,1,2,P*,4,2,A,5.3,A*,1,A,-4.8952815673003744,131,6.817647058823529,A
2045-9920,Review of Asset Pricing Studies,F&A,NA,2,NA,PA,3,2,C,2.8,A*,4,A,-0.3777561916921077,42,3.5283018867924527,NA
2046-9128,Review of Corporate Finance Studies,F&A,NA,2,NA,PA,3,2,B,4.0,A*,3,A,-1.0918604622546508,36,2.7714285714285714,NA
1380-6645,Review of Derivatives Research,F&A,A,2,4,NA,2,1,B,1.0,B,3,NA,1.0404160408452723,37,0.8095238095238095,A
1094-2025,Review of Economic Dynamics,Economics,NA,2,2,NA,3,2,A,2.8,A*,2,NA,-1.885723215592153,112,2.6578947368421053,NA
0034-6527,Review of Economic Studies,Economics,NA,1,1*,NA,4*,3,A,7.8,A*,1*,NA,-7.2640789412463524,NA,NA,NA
0034-6535,Review of Economics and Statistics,Economics,NA,2,1,NA,4,2,A,8.3,A*,1,NA,-3.6854970902421442,NA,NA,NA
1569-5239,Review of Economics of the Household,Economics,NA,2,3,NA,2,1,B,2.5,A,NA,NA,1.1362857290121955,61,4.508928571428571,NA
1572-3097,Review of Finance,F&A,A,1,1,P*,4,2,A,6.6,A*,1,A,-5.306190531600578,73,9.56140350877193,A
1058-3300,Review of Financial Economics,F&A,B,2,4,NA,1,1,C,1.6,B,4,NA,2.666248213748288,57,1.126984126984127,B
0893-9454,Review of Financial Studies,F&A,A+,1,1,P*,4*,2,A,9.2,A*,1*,A+,-6.3709688149385215,369,10.116666666666667,A+
1475-4991,Review of Income and Wealth,Economics,NA,2,2,NA,3,1,A,3.1,A,NA,NA,-0.4410335857942516,107,1.9236111111111112,NA
0889-938X,Review of Industrial Organization,Economics,NA,2,2,S,2,1,A,1.3,A,3,NA,0.8165516370327394,87,0.9148936170212766,NA
0965-7576,Review of International Economics,Economics,NA,2,2,NA,2,1,A,1.2,A,3,NA,0.4882301445294299,93,1.119718309859155,NA
1863-6683,Review of Managerial Science,Gen & Strat,B,2,4,NA,2,1,C,6.0,NA,4,NA,2.0460681236241673,61,8.236559139784946,B
0924-865X,Review of Quantitative Finance and Accounting,F&A,B,2,4,NA,3,1,B,2.6,B,3,NA,1.271458773760441,67,2.361581920903955,B
0034-6764,Review of Social Economy,Economics,NA,2,3,NA,2,1,B,1.6,B,NA,NA,1.8002642850545634,53,1.830188679245283,NA
1610-2878,Review of World Economics,Economics,NA,2,2,NA,2,1,A,1.7,B,NA,NA,0.9936133270341689,90,1.9425287356321839,NA
0338-4551,Revue Francaise de Gestion,Gen & Strat,NA,2,3,NA,NA,1,A,0.6,NA,2,NA,0.3113640907887735,5,0,NA
1539-6924,Risk Analysis,Sociology,NA,2,NA,NA,4,1,NA,6.0,NA,NA,NA,-1.3915702942847965,191,2.1900452488687785,NA
0925-7535,Safety Science,"OR,MS,POM",NA,2,NA,NA,NA,2,NA,7.8,A,NA,NA,-1.4630598306213616,165,5.722147651006711,NA
0347-0520,Scandinavian Journal of Economics,Economics,NA,2,2,NA,3,2,A,2.5,A,3,NA,-0.7295060536390654,128,1.7236842105263157,NA
1502-2250,Scandinavian Journal of Hospitality and Tourism,Tourism,NA,2,NA,NA,2,1,NA,5.9,A,NA,NA,1.0301500466567126,61,3.5319148936170213,NA
0905-0167,Scandinavian Journal of Information Systems,"MIS, KM",C,2,NA,NA,2,2,NA,1.3,A,NA,B,0.9081395074048128,34,1.1111111111111112,C
0956-5221,Scandinavian Journal of Management,Gen & Strat,B,2,3,S,2,2,B,3.7,B,3,B,0.8648049363975495,96,2.1323529411764706,B
1439-2917,Schmalenbach Business Review,Gen & Strat,B,2,NA,NA,2,1,NA,NA,NA,4,NA,1.5241601184814477,42,0,B
0302-3427,Science and Public Policy,Innovation,NA,2,NA,NA,2,2,NA,3.4,C,NA,NA,1.7403101645766885,5,0,NA
1075-5470,Science Communication,Comm,NA,2,NA,NA,NA,2,NA,5.2,A,NA,NA,-1.4630598306213616,82,3.9365079365079363,NA
0162-2439,Science Technology and Human Values,Innovation,NA,2,NA,NA,2,2,NA,4.9,A,NA,B,-0.042669003885685876,NA,NA,NA
0138-9130,Scientometrics,Innovation,NA,2,NA,NA,2,2,NA,5.2,A,NA,B,-0.042669003885685876,169,3.5834363411619283,NA
0036-9292,Scottish Journal of Political Economy,Economics,NA,2,3,NA,2,1,B,1.3,A,NA,NA,1.1362857290121955,79,0.972972972972973,NA
0264-2069,Service Industries Journal,"OR,MS,POM",C,2,NA,S,2,1,NA,6.4,B,4,B,2.5847587914010375,104,8.273684210526316,C
1533-2969,Services Marketing Quarterly,Marketing,NA,2,NA,NA,1,1,NA,1.5,B,NA,NA,3.0434439513342704,36,1.3725490196078431,NA
0036-1399,SIAM Journal on Applied Mathematics,F&A,NA,2,NA,NA,NA,2,NA,2.9,A,NA,NA,-1.4630598306213616,182,1.9433962264150944,NA
0097-5397,SIAM Journal on Computing,"MIS, KM",A,2,NA,NA,NA,2,NA,4.4,C,NA,NA,-1.2547397496218153,229,1.2361111111111112,A
0363-0129,SIAM Journal on Control and Optimization,"OR,MS,POM",NA,2,NA,NA,NA,2,NA,3.9,NA,NA,NA,-2.2161493440020767,186,2.4718100890207717,NA
0036-1410,SIAM Journal on Mathematical Analysis,F&A,NA,2,NA,NA,NA,2,NA,2.7,NA,NA,NA,-2.2161493440020767,136,2.292803970223325,NA
1052-6234,SIAM Journal on Optimization,"OR,MS,POM",NA,2,NA,NA,3,2,NA,4.8,NA,NA,NA,-1.282745445262132,175,2.591111111111111,NA
0036-1445,SIAM review,"OR,MS,POM",NA,2,NA,NA,NA,2,NA,24.4,NA,NA,NA,-2.2161493440020767,218,7.423913043478261,NA
0921-898X,Small Business Economics,Entrep,B,2,2,P,3,2,A,8.8,A,2,B,-1.630918877120795,204,6.705454545454545,B
1046-4964,Small Group Research,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,NA,3.9,A,4,NA,1.8443720747318662,106,2.861111111111111,NA
0176-1714,Social Choice and Welfare,Sociology,NA,2,1,NA,3,1,A,1.9,A,NA,NA,-1.247684543814647,87,0.6408450704225352,NA
0144-5596,Social Policy and Administration,PSM,NA,2,NA,NA,2,2,NA,3.7,A,NA,B,-0.042669003885685876,NA,NA,NA
0037-7791,Social Problems,Sociology,NA,2,NA,NA,NA,2,NA,4.1,A,NA,NA,-1.4630598306213616,175,2.7058823529411766,NA
1948-5506,Social Psychological and Personality Science,Psychology,NA,2,NA,NA,3,NA,NA,7.9,B,NA,NA,0.23459963941477366,NA,NA,NA
0277-9536,Social Science and Medicine,Sociology,NA,2,1,NA,4,2,A,6.1,NA,2,NA,-2.758345403668987,NA,NA,NA
0038-4941,Social Science Quarterly,Sociology,NA,2,NA,NA,NA,1,NA,1.6,B,NA,NA,1.5909001133470555,113,1.8476190476190477,NA
0037-7961,Social Service Review,PSM,NA,2,NA,NA,NA,2,NA,2.4,B,NA,NA,-0.07237502154420496,92,0.8405797101449275,NA
0306-3127,Social Studies of Science,Innovation,NA,2,NA,NA,2,2,NA,6.6,NA,NA,NA,0.12734571198161818,145,2.8777777777777778,NA
0038-0121,Socio-Economic Planning Sciences,Economics,NA,2,NA,NA,2,1,NA,4.9,C,4,NA,3.15186253981189,87,6.6923076923076925,NA
1475-1461,Socio-Economic Review,Economics,B,2,3,NA,3,2,B,5.6,A,2,B,-0.7889180145663875,89,2.9782608695652173,B
1475-682X,Sociological Inquiry,Sociology,NA,2,NA,NA,NA,1,NA,1.6,A,NA,NA,0.20021530426989975,91,1.936,NA
0081-1750,Sociological Methodology,Sociology,NA,2,NA,NA,3,2,NA,2.5,A,NA,NA,-1.1644733243320575,109,2.625,NA
0049-1241,Sociological Methods and Research,Sociology,NA,2,NA,NA,NA,2,B,7.0,A,4,NA,0.8555115588597292,NA,NA,NA
0038-0261,Sociological Review,Sociology,NA,2,NA,NA,3,2,NA,4.1,A,NA,NA,-1.1644733243320575,137,2.246913580246914,NA
0735-2751,Sociological Theory,Sociology,NA,2,NA,NA,NA,2,NA,4.3,A,NA,NA,-1.4630598306213616,NA,NA,NA
0038-0296,Sociologie du Travail,Sociology,NA,2,NA,NA,2,1,NA,0.6,B,NA,NA,1.9216396308879002,54,0.09210526315789473,NA
0038-0385,Sociology,Sociology,NA,2,NA,NA,4,2,NA,5.7,A*,2,NA,-2.718406529382344,169,1.7302325581395348,NA
1467-9566,Sociology of Health and Illness,Sociology,NA,2,NA,NA,4,2,NA,4.0,NA,NA,NA,-2.6928366025058827,NA,NA,NA
0741-1235,Sociology of Sport Journal,Sociology,NA,2,NA,NA,NA,1,NA,2.6,A,NA,NA,0.20021530426989975,91,1.3267326732673268,NA
0038-4038,Southern Economic Journal,Economics,NA,2,2,NA,2,1,A,1.7,A,NA,NA,0.32963477099179983,205,1.8187919463087248,NA
1441-3523,Sport Management Review,Gen & Strat,NA,2,NA,NA,2,1,NA,6.5,A,4,B,1.8443720747318662,85,3.0373831775700935,NA
1086-1718,Strategic Change,Gen & Strat,NA,2,4,NA,2,NA,C,3.5,NA,4,NA,2.8798297022730237,55,3.778523489932886,NA
1932-4391,Strategic Entrepreneurship Journal,Gen & Strat,A,1,2,P,4,2,A,10.2,A,1,A,-4.039144720354213,98,4.151515151515151,A
0143-2095,Strategic Management Journal,Gen & Strat,A,1,1*,P*,4*,2,A,12.5,A*,1*,A+,-6.509520416917342,466,5.834677419354839,A
1476-1270,Strategic Organization,Gen & Strat,B,2,2,P,3,2,A,7.0,A,2,B,-1.630918877120795,82,4.91764705882353,B
2333-2050,Strategy Science,Gen & Strat,NA,2,3,NA,NA,1,B,NA,A,NA,B,0.8939240712179433,33,3.4838709677419355,NA
1532-3005,Stress and Health,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,NA,5.0,A,NA,NA,1.0301500466567126,92,3.125,NA
1070-5511,Structural Equation Modeling,Marketing,B,2,NA,NA,NA,1,NA,5.8,A,NA,NA,0.03524991182261509,142,2.4176470588235293,B
0039-3606,Studies in Comparative International Development,Sociology,NA,2,NA,NA,NA,1,NA,2.2,A,NA,NA,0.20021530426989975,90,2.2333333333333334,NA
0307-5079,Studies in Higher Education,Education,NA,2,NA,NA,3,2,NA,6.8,A,NA,NA,-1.1644733243320575,160,4.154285714285714,NA
1359-8546,Supply Chain Management,"OR,MS,POM",B,2,3,S,3,2,A,9.3,A,2,B,-0.347495750309754,NA,NA,B
0040-1625,Technological Forecasting and Social Change,Innovation,B,2,2,S,3,1,A,12.1,A,2,B,-0.17954483151352177,211,14.551389786683904,B
0953-7325,Technology Analysis and Strategic Management,Gen & Strat,C,2,3,S,2,1,B,4.1,B,3,NA,1.9883795441367516,NA,NA,C
0040-1706,Technometrics,"OR,MS,POM",NA,2,NA,NA,NA,2,NA,4.2,A,NA,NA,-1.4630598306213616,395,2.6097560975609757,NA
0166-4972,Technovation,Innovation,C,2,2,S,3,2,A,10.4,A,2,B,-0.21368998996719146,190,10.507352941176471,C
0308-5961,Telecommunications Policy,"MIS, KM",C,2,4,NA,1,1,C,5.1,NA,4,NA,3.332443701689132,107,6.881578947368421,C
0003-1232,The American Sociologist,Sociology,NA,2,NA,NA,NA,1,NA,1.3,B,NA,NA,1.5909001133470555,42,0.8928571428571429,NA
0021-8863,The Journal of Applied Behavioral Science,Psychology,B,2,3,NA,2,1,B,3.0,B,3,NA,1.2482323706733096,116,2.5142857142857142,B
1933-6837,Theoretical Economics,Economics,NA,2,1,NA,4,2,A,2.8,A*,NA,NA,-3.47496123137667,54,1.5491803278688525,NA
0040-5833,Theory and Decision,"OR,MS,POM",B,2,2,NA,2,1,A,1.6,A,NA,B,0.12103012892920707,79,1.016,B
0263-2764,"Theory, Culture and Society",Gen & Strat,NA,2,NA,NA,3,2,NA,4.8,A,3,B,-0.84773128731644,NA,NA,NA
0143-6597,Third World Quarterly,Sociology,NA,2,3,NA,2,1,B,3.5,A,NA,NA,1.1362857290121955,123,2.2903225806451615,NA
1096-4762,Thunderbird International Business Review,IB,C,2,4,NA,2,1,C,3.8,B,4,NA,2.897290946663457,66,1.551948051948052,C
1478-3363,Total Quality Management and Business Excellence,"OR,MS,POM",NA,2,4,S,2,1,C,6.2,C,4,NA,3.239124578178254,90,3.894308943089431,NA
1083-5423,Tourism Analysis,Tourism,NA,2,NA,NA,2,1,NA,2.3,A,4,NA,1.8443720747318662,49,1.3295454545454546,NA
1354-8166,Tourism Economics,Economics; Tourism,NA,2,4,NA,2,1,C,4.2,A,4,NA,2.3169579745159323,79,3.5046728971962615,NA
0261-5177,Tourism Management,Tourism,NA,2,2,NA,4,2,A,16.5,A*,1,NA,-3.0800175480192498,291,11.605405405405405,NA
2211-9736,Tourism Management Perspectives,Tourism,NA,2,NA,NA,2,1,NA,6.8,A,4,NA,1.8443720747318662,84,8.146443514644352,NA
2156-8316,Tourism Planning and Development,Tourism,NA,2,NA,NA,2,NA,NA,NA,B,4,NA,2.579147312966899,NA,NA,NA
0041-0020,Town Planning Review,PSM,NA,2,NA,NA,2,2,NA,1.9,NA,NA,NA,0.12734571198161818,55,1.3706293706293706,NA
1014-9562,Transnational Corporations,"Economics, IB",D,2,NA,S,2,1,NA,4.3,NA,NA,NA,3.2780313381007162,28,1.087719298245614,D
0967-070X,Transport Policy,"OR,MS,POM",NA,2,3,NA,2,2,B,6.9,A,3,B,0.45249907547021107,138,7.414721723518851,NA
0144-1647,Transport Reviews,"OR,MS,POM",NA,2,3,S,2,2,B,14.3,A,3,B,0.7552332772595546,119,9.425287356321839,NA
0049-4488,Transportation,"OR,MS,POM",C,2,NA,S,2,2,NA,7.5,A,4,B,1.4550032485106712,133,3.669811320754717,C
0965-8564,"Transportation Research, Part A: Policy and Practice","OR,MS,POM",B,2,2,S,3,2,A,8.5,A*,2,A,-1.1782844803007002,169,6.492217898832685,B
0191-2615,"Transportation Research, Part B: Methodological","OR,MS,POM",B,2,2,NA,NA,2,A,NA,A*,1,NA,-2.395287569335179,205,6.154798761609907,B
0968-090X,"Transportation Research, Part C: Emerging Technologies","OR,MS,POM",NA,2,NA,S,NA,2,NA,NA,A*,NA,NA,-0.6907886781685951,192,8.283678756476684,NA
1361-9209,"Transportation Research, Part D: Transport and Environm","eOR,MS,POM",B,2,3,S,3,2,B,9.1,A,2,B,-0.347495750309754,NA,NA,B
1366-5545,"Transportation Research, Part E: Logistics and Transporta","tOR,MS,POM",B,2,2,P,3,2,A,9.3,A*,2,A,-2.0507986428115372,NA,NA,B
0041-1655,Transportation Science,"OR,MS,POM",A,2,2,P*,3,2,A,6.6,A,NA,B,-2.8061091121359665,177,4.696428571428571,A
0042-0980,Urban Studies,PSM,NA,2,2,NA,3,2,A,6.6,A*,2,A,-1.885723215592153,NA,NA,NA
0957-8765,VOLUNTAS,PSM,B,2,NA,NA,2,1,C,3.2,B,4,NA,1.7850427696425142,NA,NA,B
0140-2382,West European Politics,Sociology,NA,2,NA,NA,3,2,NA,5.9,B,NA,NA,-0.27298374010086873,131,5.291970802919708,NA
0730-8884,Work and Occupations,"OS/OB,HRM/IR",NA,2,3,NA,3,2,B,5.3,A,3,B,-0.12402651141617217,106,2.764705882352941,NA
0267-8373,Work and Stress,"OS/OB,HRM/IR",NA,2,3,NA,4,2,B,7.7,A,3,B,-0.7005520983025545,136,5.888888888888889,NA
0950-0170,"Work, Employment and Society","OS/OB,HRM/IR",B,2,3,S,4,2,A,5.4,A,2,B,-0.7379254278024677,117,2.395121951219512,B
0258-6770,World Bank Economic Review,Economics,NA,2,1,NA,3,1,A,3.4,A,2,NA,-1.3115437301205612,156,3.381818181818182,NA
0257-3032,World Bank Research Observer,Economics,NA,2,NA,NA,2,1,NA,6.1,B,NA,NA,1.9216396308879002,115,8.052631578947368,NA
0305-750X,World Development,Economics,NA,2,1,NA,3,2,A,8.4,A,2,NA,-1.9535603752681392,302,6.478203434610304,NA
0378-5920,World Economy,Economics,NA,2,2,NA,2,1,A,2.0,A,NA,NA,0.32963477099179983,116,2.5030487804878048,NA
0741-0883,Written Communication,Comm,NA,2,NA,NA,NA,2,NA,3.1,B,NA,NA,-0.07237502154420496,84,1.8478260869565217,NA
0340-1804,Zeitschrift fur Soziologie,Sociology,NA,2,NA,NA,NA,2,NA,1.7,NA,NA,NA,-2.2161493440020767,3,0,NA
